CUSTID,GENDER,AGE,TV_REG,NGROUP,LCDATE,BILL,REGION,CLASS,ORGYN,AFFL,LTIME,OAC,S_MT,S_FVEG,S_TOIL,S_CONV
0018117643,F,61,Yorkshire,F,14/11/1995,2490,North,Silver,0,4,3,2,20.83,28.12,11.12,11.24
0018119387,F,54,S & S East,A,13/03/1991,6105,South East,Gold,0,9,7,4,26.35,31.38,25.70,12.99
0018120997,,51,Wales & West,E,20/02/1996,14000,Midlands,Gold,1,11,3,7,33.90,37.17,24.09,11.47
0018121837,F,47,Ulster,,08/04/1997,2400,Midlands,Silver,1,12,1,8,18.39,22.47,26.83,11.97
0018122167,M,56,London,E,06/05/1997,6000,South East,Gold,1,6,1,1,35.32,41.21,17.36,8.00
0018122914,F,73,London,A,08/01/1993,0,South East,Tin,0,9,6,2,23.92,42.92,13.92,12.32
0018126200,M,66,London,C,16/06/1968,1000,South East,Silver,0,11,30,1,18.31,18.91,22.18,9.57
0018126340,,65,N West,F,25/08/1993,1000,North,Silver,1,6,5,1,21.17,32.72,13.20,8.65
0018128068,F,44,London,C,21/09/1993,0,South East,Tin,1,9,5,7,27.48,26.09,8.17,14.60
0018128270,F,61,Midlands,B,10/01/1991,12000,Midlands,Gold,0,12,8,7,23.77,39.94,24.20,11.99
0018129021,M,58,East,B,14/11/1997,7000,Midlands,Gold,1,15,1,5,10.75,33.73,29.63,5.98
0018132421,M,73,East,F,17/01/1991,12000,Midlands,Gold,0,,8,4,4.44,18.06,40.39,5.93
0018133630,M,56,N West,E,30/05/1997,600,North,Silver,0,7,1,2,24.03,44.63,30.35,5.62
0018138063,F,32,C Scotland,E,10/01/1994,0,Scottish,Tin,1,14,5,6,22.25,37.72,20.38,10.91
0018140017,U,49,S & S East,B,01/08/1990,0,South East,Tin,0,10,8,3,32.08,1.72,14.09,14.16
0018145515,F,70,C Scotland,C,31/01/1984,16000,Scottish,Gold,1,7,15,8,12.75,34.17,18.10,12.59
0018146309,F,36,N West,F,04/02/1988,15000,North,Gold,0,7,11,6,37.02,26.34,20.36,13.66
0018147313,F,30,East,C,04/11/1997,25910,Midlands,Platinum,1,15,1,2,25.29,30.42,16.34,15.79
0018149243,F,42,Yorkshire,D,19/03/1994,0,North,Tin,0,6,4,3,31.14,21.90,13.17,10.39
0018149448,M,,Yorkshire,F,24/02/1990,2000,North,Silver,0,11,9,5,18.10,29.19,15.21,6.66
0018150594,M,35,East,C,01/02/1996,8907,Midlands,Gold,1,13,3,2,15.57,32.17,13.78,3.67
0018151663,F,,S West,D,01/10/1996,1000,South West,Silver,0,10,2,1,29.62,19.68,14.92,14.78
0018152368,F,41,East,F,10/02/1994,0,Midlands,Tin,0,4,5,2,23.02,45.12,21.41,13.98
0018160182,M,42,London,B,01/03/1992,0,South East,Tin,1,14,6,4,25.53,43.41,6.27,6.35
0018163394,,74,S West,C,26/08/1992,0,South West,Tin,0,12,6,6,22.46,35.17,20.28,8.83
0018165346,F,75,Ulster,,29/05/1996,6000,Midlands,Gold,1,11,2,8,34.74,19.49,11.82,13.74
0018167381,M,70,London,E,11/01/1991,3000,South East,Silver,0,7,8,3,32.35,30.19,21.91,7.46
0018169759,M,71,London,B,15/01/1991,23000,South East,Platinum,0,4,8,1,10.24,38.34,15.45,4.62
0018172563,M,50,London,D,26/11/1997,6000,South East,Gold,0,4,1,8,24.95,41.45,15.17,6.80
0018174167,F,63,Midlands,C,20/02/1990,3000,Midlands,Silver,0,9,9,3,26.75,35.28,9.97,13.47
0018175783,F,51,East,C,27/09/1993,0,Midlands,Tin,0,8,5,3,38.31,25.39,13.50,11.38
0018180183,F,34,S & S East,B,01/11/1991,0,South East,Tin,1,20,7,7,32.42,29.89,15.99,10.32
0018180469,M,65,C Scotland,F,06/04/1992,10627,Scottish,Gold,0,9,6,4,36.56,30.96,26.01,7.14
0018180671,M,48,East,B,18/07/1994,2000,Midlands,Silver,0,6,4,3,22.13,36.46,42.73,6.01
0018181430,F,74,London,B,07/03/1997,6000,South East,Gold,0,7,1,6,35.05,27.29,9.54,11.56
0018183409,F,34,Midlands,E,11/06/1997,133,Midlands,Silver,1,7,1,8,18.14,28.70,10.90,9.43
0018186033,F,40,S & S East,A,01/01/1992,0,South East,Tin,0,4,7,4,27.13,36.31,14.20,11.30
0018186475,M,44,Border,E,14/06/1990,2000,Scottish,Silver,0,7,8,3,22.33,33.47,45.35,9.54
0018187625,U,31,East,D,27/03/1996,6000,Midlands,Gold,0,6,2,8,21.16,19.52,0.87,9.95
0018188354,M,47,London,A,26/05/1983,12000,South East,Gold,0,9,15,5,12.87,33.74,31.08,6.68
0018189199,M,40,S & S East,D,04/12/1993,0,South East,Tin,0,9,5,2,13.88,24.36,33.58,5.86
0018189768,F,37,N West,E,08/02/1994,3500,North,Silver,1,25,5,8,26.06,32.70,6.17,11.89
0018191142,F,38,Midlands,F,24/07/1991,50,Midlands,Silver,0,6,7,1,34.32,32.74,9.74,11.42
0018192483,F,51,Ulster,,29/09/1993,0,Midlands,Tin,0,10,5,8,21.38,31.08,12.63,7.78
0018195857,M,28,Midlands,F,,0,Midlands,Tin,0,8,,7,36.58,38.98,33.36,6.99
0018196136,F,65,Ulster,,27/03/1997,12000,Midlands,Gold,0,8,1,2,22.78,32.35,23.01,10.51
0018197035,U,44,Wales & West,D,25/09/1993,0,Midlands,Tin,1,8,5,7,8.07,25.65,24.70,14.05
0018197663,M,53,East,D,18/10/1995,3000,Midlands,Silver,0,12,3,2,5.07,23.63,31.55,7.04
0018198554,U,,Midlands,E,27/01/1994,1920,Midlands,Silver,0,10,5,6,28.39,3.21,23.90,19.17
0018200079,,48,London,A,10/11/1997,5000,South East,Silver,0,7,1,1,23.97,13.37,19.18,9.11
0018201806,M,57,London,B,01/08/1990,0,South East,Tin,0,12,8,8,25.97,34.68,14.48,6.69
0018202020,F,48,Midlands,C,31/03/1997,6000,Midlands,Gold,1,12,1,3,37.35,31.03,29.73,9.48
0018203299,F,72,S West,E,25/07/1997,13483,South West,Gold,0,10,1,2,19.98,17.95,33.13,12.37
0018203515,F,64,London,D,25/08/1978,8000,South East,Gold,0,9,20,5,29.19,14.89,20.83,10.58
0018203817,M,43,London,A,01/10/1991,0,South East,Tin,0,9,7,7,23.72,29.68,13.65,7.78
0018207383,F,54,London,C,01/02/1990,1100,South East,Silver,0,5,9,3,22.85,29.43,19.21,11.63
0018210740,F,67,Yorkshire,F,06/08/1993,6000,North,Gold,0,5,5,6,28.08,23.49,22.41,14.05
0018211070,M,48,East,F,12/02/1990,500,Midlands,Silver,0,9,9,4,15.32,33.17,6.77,5.51
0018212026,M,52,N East,A,21/08/1995,10000,North,Gold,0,12,3,1,30.93,50.09,24.08,10.09
0018213006,M,54,S & S East,A,09/06/1987,2000,South East,Silver,0,8,11,5,31.12,53.22,11.77,5.73
0018213707,F,40,Midlands,D,01/03/1990,0,Midlands,Tin,0,12,8,8,36.16,12.78,32.75,12.68
0018215106,F,56,Wales & West,F,06/06/1997,6000,Midlands,Gold,0,8,1,8,33.61,26.17,16.41,13.93
0018216889,M,50,Wales & West,C,15/04/1996,1007,Midlands,Silver,0,11,2,5,26.08,25.75,35.04,8.29
0018217958,M,54,Midlands,C,03/11/1993,0,Midlands,Tin,0,15,5,1,31.21,31.37,25.17,8.56
0018219632,F,,S & S East,C,25/01/1996,9000,South East,Gold,0,9,3,1,34.44,32.29,11.61,13.42
0018219918,M,45,East,D,13/07/1993,0,Midlands,Tin,0,8,5,3,0.49,24.55,17.10,6.63
0018220312,F,36,Yorkshire,D,01/04/1992,0,North,Tin,1,12,6,3,29.33,31.29,11.46,11.40
0018221688,U,43,Yorkshire,E,14/06/1991,50,North,Silver,0,8,7,3,14.39,12.22,1.87,7.59
0018224504,F,67,London,C,04/06/1992,9000,South East,Gold,1,9,6,1,29.35,31.88,12.92,9.31
0018228097,M,62,N West,A,24/08/1993,1000,North,Silver,0,4,5,3,18.33,25.53,26.82,7.46
0018229891,M,43,S & S East,F,09/04/1997,6448,South East,Gold,0,5,1,4,31.55,43.88,17.66,9.09
0018232256,F,,N West,E,10/01/1996,6000,North,Gold,0,9,3,8,23.69,35.06,27.17,10.22
0018232957,,55,Wales & West,D,24/02/1994,0,Midlands,Tin,0,8,4,6,20.22,24.34,18.45,16.02
0018236804,F,49,East,B,27/09/1993,0,Midlands,Tin,0,9,5,3,11.45,38.20,15.13,15.93
0018238114,F,49,N West,E,18/09/1993,0,North,Tin,0,8,5,8,24.37,19.59,23.73,8.40
0018239536,F,53,N West,C,08/03/1994,0,North,Silver,0,3,4,3,25.15,25.79,25.87,8.69
0018239595,,55,London,C,03/10/1991,0,South East,Tin,0,11,7,8,34.07,30.90,22.90,13.61
0018244777,,51,,C,10/02/1994,0,,Tin,0,8,5,4,28.03,28.00,15.73,6.90
0018247229,F,54,Wales & West,C,10/07/1992,6053,Midlands,Gold,0,7,6,7,26.61,29.27,8.45,12.11
0018249019,M,46,N West,F,08/08/1994,0,North,Tin,0,5,4,4,18.41,53.91,23.41,5.89
0018249493,F,43,East,F,12/10/1987,0,Midlands,Tin,0,16,11,4,25.53,26.65,14.41,12.60
0018250114,,62,London,B,20/02/1990,500,South East,Silver,0,7,9,5,15.62,26.78,13.54,9.31
0018250580,F,65,East,D,30/10/1996,6000,Midlands,Gold,0,6,2,3,29.51,28.61,19.73,12.19
0018250637,F,63,Midlands,A,29/09/1993,10213,Midlands,Gold,0,3,5,4,28.31,36.95,16.33,12.74
0018251412,F,79,N West,C,04/03/1971,4554,North,Silver,1,8,27,2,27.23,31.64,23.71,13.72
0018251668,F,39,S & S East,B,01/04/1987,2240,South East,Silver,1,9,11,8,31.66,22.01,20.08,9.70
0018256678,M,34,London,F,09/12/1993,0,South East,Tin,1,14,5,6,17.24,41.35,34.22,6.84
0018257089,F,79,C Scotland,B,29/09/1994,9039,Scottish,Gold,0,9,4,4,10.40,41.35,26.06,10.82
0018257283,F,35,Wales & West,A,11/06/1993,1000,Midlands,Silver,1,10,5,4,40.47,32.42,23.17,7.51
0018258514,F,33,Midlands,E,09/08/1993,700,Midlands,Silver,0,3,5,4,16.10,33.81,14.27,12.20
0018259952,M,65,Border,E,15/03/1985,0,Scottish,Tin,0,5,13,1,18.70,28.41,46.91,8.68
0018260713,,55,S & S East,C,26/07/1994,420,South East,Silver,0,4,4,8,13.64,33.72,5.54,11.47
0018264190,F,68,London,C,06/05/1997,2000,South East,Silver,1,6,1,1,15.90,31.59,19.12,15.14
0018268773,F,45,London,F,01/04/1990,0,South East,Tin,0,5,8,7,26.97,36.20,22.46,13.01
0018269427,M,61,N West,B,12/02/1994,0,North,Tin,0,9,5,8,41.79,34.27,12.17,6.76
0018271677,F,,S & S East,E,31/01/1991,3000,South East,Silver,1,14,8,3,8.30,35.10,20.88,12.33
0018271847,F,33,S West,F,08/09/1995,3000,South West,Silver,1,10,3,6,14.05,32.23,31.23,12.46
0018274250,M,70,S & S East,A,01/02/1990,0,South East,Tin,0,,9,1,16.97,38.59,16.60,7.80
0018276601,F,50,London,B,21/10/1997,6000,South East,Gold,0,7,1,7,34.66,40.53,11.73,13.54
0018277365,F,54,East,B,05/10/1989,17043,Midlands,Gold,0,6,9,1,20.39,25.59,17.22,13.10
0018284930,U,29,London,B,17/10/1997,1000,South East,Silver,0,8,1,6,11.69,19.74,5.51,18.85
0018286097,,60,,C,17/03/1997,6000,,Gold,0,3,1,7,27.78,12.07,8.95,12.46
0018291619,F,55,N Scot,E,14/03/1994,0,Scottish,Tin,0,9,4,1,24.76,32.54,32.32,11.56
0018293913,F,65,Wales & West,C,15/01/1991,12000,Midlands,Gold,0,10,8,1,20.66,21.50,18.52,8.95
0018294847,M,74,London,A,18/04/1997,6000,South East,Gold,0,4,1,3,29.81,37.12,33.18,5.45
0018295266,F,,,C,01/05/1990,0,,Tin,0,8,8,6,28.26,36.47,26.82,10.58
0018298877,F,,London,C,01/11/1990,0,South East,Tin,0,10,8,2,25.34,25.99,29.28,13.82
0018299903,M,46,Midlands,D,10/10/1994,50,Midlands,Silver,0,1,4,7,30.31,46.74,29.14,5.47
0018301142,M,40,Midlands,C,20/01/1994,0,Midlands,Tin,0,6,5,2,16.94,26.05,30.51,7.71
0018302211,F,42,London,A,19/07/1990,0,South East,Tin,1,9,8,8,29.56,35.72,31.05,9.22
0018303935,M,75,,F,17/02/1994,1000,,Silver,0,5,5,5,29.05,33.42,12.30,4.95
0018304842,F,79,,E,05/03/1997,3000,,Silver,0,8,1,6,35.80,35.24,23.59,13.06
0018305547,F,31,S West,F,,0,South West,Tin,0,16,,4,21.01,15.62,18.73,11.15
0018305776,M,77,Midlands,B,18/05/1994,2400,Midlands,Silver,1,8,4,1,16.21,54.85,16.99,6.46
0018306810,M,41,N West,A,22/01/1996,6000,North,Gold,0,3,3,1,40.80,27.35,28.15,5.06
0018311156,F,49,Wales & West,C,01/04/1991,12000,Midlands,Gold,0,10,7,6,15.34,22.04,11.04,11.57
0018314139,F,65,Midlands,D,19/02/1993,13240,Midlands,Gold,0,10,6,3,9.55,19.47,17.24,12.53
0018323987,,60,London,D,27/08/1996,6000,South East,Gold,0,5,2,5,25.41,36.99,13.90,9.09
0018324959,U,55,Yorkshire,F,17/08/1993,1000,North,Silver,0,5,5,8,24.98,0.46,12.06,20.75
0018330142,F,25,Yorkshire,F,10/02/1993,2000,North,Silver,1,,6,8,11.57,33.30,25.13,8.34
0018335667,F,52,Midlands,B,19/09/1993,0,Midlands,Tin,1,20,5,7,8.76,21.75,14.48,9.66
0018336582,M,69,N Scot,F,06/03/1974,2500,Scottish,Silver,0,7,24,5,29.51,46.94,22.65,8.16
0018336663,F,55,N West,B,24/04/1997,10000,North,Gold,0,6,1,7,21.99,33.82,13.40,9.51
0018338046,M,33,London,D,01/03/1990,0,South East,Tin,0,12,8,4,29.35,52.06,32.96,6.68
0018338410,M,69,Midlands,C,07/07/1987,22167,Midlands,Platinum,0,11,11,7,18.99,23.53,26.20,5.53
0018338976,U,66,S & S East,C,28/05/1997,6000,South East,Gold,0,9,1,5,11.77,0.32,19.91,3.72
0018340474,F,49,Yorkshire,D,15/11/1994,6000,North,Gold,1,13,4,1,11.84,36.44,27.19,9.72
0018341586,,78,N East,C,29/03/1996,12000,North,Gold,0,3,2,7,21.37,14.62,14.65,10.07
0018341918,F,69,Midlands,E,11/02/1994,2000,Midlands,Silver,0,11,5,8,34.10,33.03,13.97,15.10
0018342388,F,,London,C,27/08/1993,5000,South East,Silver,0,11,5,7,35.94,41.63,12.84,9.47
0018343678,U,35,N West,D,12/05/1994,0,North,Tin,0,9,4,8,15.11,9.67,27.92,8.15
0018346537,F,68,London,D,01/11/1991,0,South East,Tin,1,8,7,1,10.51,42.49,27.53,13.17
0018346995,F,55,N Scot,E,31/01/1994,6000,Scottish,Gold,0,7,5,2,22.40,23.69,24.74,13.10
0018348688,F,47,Yorkshire,F,24/03/1992,4000,North,Silver,0,7,6,1,25.82,40.11,14.35,13.94
0018348858,M,32,Midlands,F,09/09/1995,3000,Midlands,Silver,0,4,3,6,42.85,28.87,15.84,6.93
0018353932,U,46,East,C,01/04/1990,1000,Midlands,Silver,0,6,8,4,20.20,16.60,10.64,6.46
0018354505,F,35,Yorkshire,C,18/09/1993,0,North,Tin,1,8,5,8,19.88,26.65,11.39,9.54
0018354769,F,48,Midlands,D,01/01/1990,0,Midlands,Tin,0,14,9,1,21.62,24.37,13.72,14.01
0018357776,F,70,Midlands,F,15/05/1996,12000,Midlands,Gold,0,3,2,6,29.46,41.06,21.84,8.02
0018359736,F,66,East,E,20/01/1993,4000,Midlands,Silver,0,5,6,6,29.60,28.25,13.22,15.27
0018361951,M,55,Yorkshire,F,15/09/1975,7800,North,Gold,0,12,23,3,12.56,39.36,34.68,9.08
0018362656,M,66,Wales & West,E,29/03/1997,3000,Midlands,Silver,0,6,1,4,14.58,21.77,26.19,11.65
0018364101,M,43,S & S East,E,01/01/1990,0,South East,Tin,0,6,9,3,20.72,28.38,24.54,6.95
0018364144,F,31,London,A,07/03/1994,0,South East,Tin,1,16,4,3,22.20,33.91,26.20,10.74
0018367712,F,70,S & S East,B,03/03/1993,1000,South East,Silver,0,11,5,4,37.52,37.14,32.66,10.86
0018369928,F,65,C Scotland,B,22/09/1997,6000,Scottish,Gold,0,13,1,1,42.92,10.65,24.15,14.88
0018371663,M,41,London,D,11/10/1995,0,South East,Tin,0,3,3,7,11.14,33.68,21.88,8.88
0018380921,M,40,London,D,12/07/1990,1200,South East,Silver,0,11,8,5,26.10,24.01,16.53,4.16
0018383963,F,48,Midlands,F,03/09/1993,1000,Midlands,Silver,1,11,5,2,28.42,30.26,22.50,12.43
0018387373,F,40,Yorkshire,E,14/07/1997,2000,North,Silver,0,7,1,7,20.07,25.79,18.05,15.15
0018387667,,56,N West,D,10/01/1991,2200,North,Silver,0,11,8,6,23.39,36.65,15.31,8.57
0018388329,F,65,,C,04/03/1997,5000,,Silver,1,3,1,1,28.37,35.53,35.72,11.98
0018388744,F,61,,C,10/01/1991,10500,,Gold,0,9,8,1,33.53,34.71,17.44,9.26
0018394922,U,67,Midlands,C,24/11/1993,11000,Midlands,Gold,0,11,5,3,6.36,0.21,39.39,24.81
0018395805,F,57,Yorkshire,B,14/02/1994,10000,North,Gold,0,9,5,6,18.28,36.04,18.37,14.47
0018401880,F,,London,E,30/12/1993,0,South East,Tin,1,9,5,1,23.02,34.34,18.80,10.70
0018404073,,58,London,E,12/02/1994,3000,South East,Silver,0,7,5,5,9.67,17.35,21.48,13.07
0018404677,M,47,N West,A,28/05/1992,6053,North,Gold,0,5,6,2,14.30,28.40,22.58,6.82
0018405835,F,55,S & S East,A,28/01/1991,12089,South East,Gold,0,4,8,5,26.74,41.27,31.03,11.81
0018407323,M,56,S & S East,E,25/01/1991,3000,South East,Silver,0,11,8,2,19.46,43.93,32.17,4.86
0018407943,F,58,S & S East,B,01/07/1990,0,South East,Tin,0,7,8,6,29.32,33.81,21.40,11.81
0018412181,M,77,London,A,04/11/1993,16000,South East,Gold,1,14,5,6,19.34,18.68,12.01,7.84
0018413722,M,67,C Scotland,B,29/04/1993,6000,Scottish,Gold,1,,5,6,24.63,35.80,21.24,7.39
0018415806,M,76,Wales & West,E,15/08/1986,10909,Midlands,Gold,0,8,12,4,41.05,41.67,14.70,5.83
0018419011,U,71,Wales & West,F,07/04/1994,1000,Midlands,Silver,0,11,4,4,11.95,12.90,12.65,18.41
0018424767,M,49,Midlands,B,14/10/1995,20279,Midlands,Platinum,0,14,3,7,5.83,58.97,29.03,7.80
0018425690,F,65,S & S East,B,02/04/1991,12027,South East,Gold,0,9,7,8,21.72,31.63,25.27,10.97
0018425895,M,36,N West,C,24/05/1991,5,North,Silver,1,6,7,4,24.11,27.17,20.03,10.76
0018426808,F,40,N West,D,18/02/1994,1000,North,Silver,0,6,5,6,29.89,26.30,24.42,11.58
0018429343,F,71,Midlands,F,20/02/1990,500,Midlands,Silver,0,6,9,5,23.06,29.64,24.00,12.76
0018430937,F,57,Ulster,,13/01/1994,0,Midlands,Tin,0,5,5,3,30.91,36.35,17.74,7.80
0018432344,M,67,S & S East,F,01/02/1990,0,South East,Tin,0,11,9,2,29.51,30.18,1.80,9.03
0018433103,F,61,Midlands,B,13/11/1997,1500,Midlands,Silver,1,9,1,7,26.13,16.65,30.70,15.33
0018436684,M,38,N East,F,25/02/1994,420,North,Silver,0,5,4,7,23.33,33.41,28.36,7.52
0018439071,F,76,Wales & West,C,30/08/1978,2800,Midlands,Silver,0,8,20,8,33.10,26.36,12.53,11.54
0018439845,F,71,S & S East,F,02/08/1995,20315,South East,Platinum,1,13,3,1,25.58,31.07,14.40,11.47
0018445071,M,48,S & S East,D,24/05/1996,6000,South East,Gold,0,10,2,7,36.19,11.78,25.15,10.78
0018445918,M,73,S & S East,E,15/12/1993,3000,South East,Silver,1,8,5,7,34.52,43.17,15.75,5.72
0018446272,F,43,N West,C,15/07/1988,3770,North,Silver,0,8,10,6,23.75,35.57,22.09,13.69
0018447090,U,51,London,B,31/01/1992,12107,South East,Gold,0,5,7,5,12.46,1.80,4.11,14.21
0018447198,F,,N West,C,15/08/1994,0,North,Tin,0,8,4,8,33.12,38.00,13.50,10.07
0018447899,F,,East,E,20/09/1988,0,Midlands,Tin,0,6,10,2,28.43,28.46,25.74,10.04
0018449166,F,34,London,C,05/05/1993,420,South East,Silver,1,7,5,1,37.13,13.16,22.37,10.66
0018449417,F,,N West,F,31/08/1992,1000,North,Silver,1,9,6,1,30.57,35.30,21.17,9.32
0018450768,,53,Yorkshire,E,30/11/1995,4200,North,Silver,0,7,3,1,20.40,22.76,15.47,12.05
0018452833,M,43,London,D,06/10/1987,6500,South East,Gold,1,8,11,3,23.30,21.73,18.01,9.16
0018454313,F,53,S & S East,B,11/07/1997,100,South East,Silver,0,5,1,7,31.80,34.16,25.62,10.22
0018456278,F,63,Wales & West,F,17/05/1996,6000,Midlands,Gold,1,11,2,7,38.56,36.57,16.44,10.26
0018458106,,39,London,E,01/02/1990,19020,South East,Gold,0,11,9,8,22.40,32.92,7.56,14.14
0018459072,F,62,Wales & West,C,02/10/1989,4884,Midlands,Silver,1,10,9,7,31.78,31.95,22.66,14.75
0018460542,U,52,London,B,02/06/1992,24607,South East,Platinum,0,7,6,4,24.72,0.16,18.16,0.21
0018462537,,40,London,B,29/01/1991,7800,South East,Gold,0,4,8,8,20.52,20.46,0.01,11.93
0018468888,F,72,London,A,31/10/1986,36295,South East,Platinum,0,10,12,1,22.72,35.85,14.58,12.81
0018470254,U,49,Border,F,07/02/1994,0,Scottish,Tin,0,14,5,3,27.64,8.12,3.97,11.54
0018471811,M,50,Wales & West,B,01/10/1991,0,Midlands,Tin,0,11,7,4,19.19,51.41,26.92,3.31
0018474608,U,46,London,B,10/01/1991,1500,South East,Silver,0,3,8,7,14.73,0.05,24.26,6.90
0018478867,U,47,Yorkshire,F,01/04/1996,6000,North,Gold,0,11,2,6,12.46,12.50,12.03,9.51
0018479359,F,65,Yorkshire,C,26/04/1982,3000,North,Silver,0,14,16,1,35.09,26.90,29.74,10.63
0018480306,F,43,Wales & West,B,21/01/1988,1000,Midlands,Silver,1,6,11,4,29.17,17.81,12.17,10.93
0018482120,F,37,London,C,05/04/1993,420,South East,Silver,1,7,5,1,11.26,30.76,8.46,8.16
0018482481,F,43,London,C,19/10/1987,3000,South East,Silver,1,16,11,4,18.42,33.85,6.10,10.37
0018489664,U,53,Wales & West,,01/06/1990,0,Midlands,Tin,1,8,8,8,19.27,26.74,8.25,11.79
0018491588,F,39,London,C,30/03/1989,50,South East,Silver,1,12,9,4,25.09,33.74,20.48,6.22
0018494250,F,31,Midlands,F,17/07/1997,1000,Midlands,Silver,0,9,1,2,23.63,30.02,6.37,13.89
0018496946,U,59,N East,D,20/11/1995,20635,North,Platinum,0,9,3,6,11.98,0.95,22.12,14.85
0018497225,U,48,London,B,22/10/1997,100000,South East,Platinum,1,14,1,5,21.61,2.40,13.55,13.17
0018501842,M,49,London,A,14/10/1994,0,South East,Tin,1,10,4,4,15.60,26.09,30.72,6.15
0018502717,M,73,East,D,30/06/1980,3000,Midlands,Silver,0,4,18,7,19.00,41.38,36.59,6.88
0018503217,M,38,N West,F,21/01/1994,0,North,Tin,0,8,5,1,15.28,25.01,12.78,8.78
0018503624,M,,C Scotland,D,07/05/1994,600,Scottish,Silver,1,15,4,3,21.12,28.69,45.02,4.55
0018504426,F,42,London,F,01/09/1991,40,South East,Silver,1,10,7,4,24.24,30.26,17.95,13.83
0018507565,F,62,Yorkshire,D,15/09/1981,6000,North,Gold,0,6,17,1,18.79,21.77,19.80,12.28
0018508588,M,57,Ulster,,27/01/1993,6000,Midlands,Gold,0,9,6,6,32.57,33.32,25.53,5.91
0018510450,M,51,N West,F,03/12/1993,9000,North,Gold,0,4,5,2,22.92,43.49,17.11,4.03
0018510809,F,59,Yorkshire,F,16/02/1994,600,North,Silver,0,4,5,1,33.13,32.76,21.60,11.66
0018510930,M,66,N West,C,18/07/1988,0,North,Tin,0,3,10,2,29.01,43.34,19.58,8.57
0018516963,M,79,Wales & West,A,30/11/1966,1000,Midlands,Silver,0,7,32,7,50.81,32.95,17.25,3.91
0018517773,,74,S & S East,E,14/12/1993,0,South East,Tin,0,6,5,7,27.85,36.72,14.28,11.59
0018518354,F,45,Midlands,D,17/02/1994,0,Midlands,Tin,0,7,5,6,33.72,37.54,21.19,17.11
0018518885,F,53,S & S East,E,20/07/1994,2200,South East,Silver,0,12,4,8,25.54,28.86,36.36,8.92
0018519547,M,28,Midlands,F,,6000,Midlands,Gold,1,9,,7,29.27,49.16,41.22,6.84
0018521738,F,33,Wales & West,C,20/10/1994,0,Midlands,Tin,0,8,4,5,22.51,34.72,25.34,12.05
0018521851,F,58,Wales & West,F,01/07/1990,0,Midlands,Tin,1,15,8,3,25.75,31.50,29.82,13.57
0018522475,F,54,East,C,17/05/1990,0,Midlands,Tin,1,11,8,3,36.88,28.96,13.60,11.07
0018523544,U,51,N Scot,A,05/08/1988,50,Scottish,Silver,0,6,10,3,13.74,0.97,5.68,11.19
0018525113,F,52,Wales & West,C,30/01/1991,10600,Midlands,Gold,0,9,8,5,20.22,15.13,13.30,10.98
0018525482,F,28,S & S East,D,12/10/1990,250,South East,Silver,1,,8,5,22.65,26.94,10.82,11.35
0018526837,M,62,London,B,20/01/1992,6453,South East,Gold,0,7,7,3,27.61,31.83,18.38,6.97
0018528015,M,48,S & S East,A,16/02/1994,0,South East,Tin,0,9,5,2,18.61,35.53,33.77,7.26
0018528074,,52,C Scotland,B,22/03/1996,18000,Scottish,Gold,0,10,2,4,13.14,16.23,21.76,13.82
0018531369,F,55,London,C,04/01/1991,3000,South East,Silver,1,6,8,8,33.29,36.03,25.94,14.21
0018532667,F,42,Wales & West,E,01/07/1992,0,Midlands,Tin,0,7,6,4,27.61,29.64,10.48,14.76
0018535461,F,59,East,E,14/02/1994,0,Midlands,Tin,1,4,5,6,30.30,28.29,28.97,11.49
0018536646,F,65,S & S East,U,02/04/1996,6000,South East,Gold,0,14,2,3,25.58,27.82,11.36,11.95
0018536824,F,76,S West,B,01/10/1991,12000,South West,Gold,0,8,7,5,29.16,37.24,20.86,11.69
0018537510,F,71,Border,D,08/03/1988,500,Scottish,Silver,0,12,10,6,25.74,9.09,22.82,10.36
0018540155,,48,Midlands,D,24/06/1994,0,Midlands,Silver,0,11,4,1,21.30,28.79,9.20,13.96
0018545467,F,,S & S East,F,17/10/1974,20000,South East,Gold,0,7,24,5,21.63,27.67,21.03,10.77
0018545688,F,74,S West,C,16/11/1995,20765,South West,Platinum,0,9,3,1,25.97,19.19,19.82,13.01
0018546757,F,58,Yorkshire,F,06/04/1993,1000,North,Silver,0,14,5,7,25.38,23.68,24.31,11.07
0018547273,F,51,N East,D,13/10/1987,0,North,Silver,0,10,11,5,30.11,12.02,14.70,9.43
0018549365,M,73,S & S East,C,01/11/1986,1200,South East,Silver,0,5,12,2,26.03,19.87,0.64,7.21
0018549543,,62,S & S East,B,10/05/1994,75,South East,Silver,0,8,4,3,13.45,33.84,5.04,10.29
0018550312,F,62,S West,B,20/05/1993,12000,South West,Gold,1,14,5,3,27.80,35.89,19.37,13.40
0018551068,,71,London,D,25/01/1966,3000,South East,Silver,0,6,33,2,30.60,30.74,19.42,12.28
0018551831,F,34,S West,,09/12/1993,0,South West,Tin,1,9,5,2,29.31,18.50,25.18,14.99
0018552625,,47,London,D,11/03/1988,50,South East,Silver,0,12,10,2,25.77,32.20,10.15,8.91
0018553788,F,38,London,F,18/09/1993,0,South East,Tin,0,6,5,6,27.02,32.49,28.69,9.33
0018554245,F,77,S West,F,18/09/1993,0,South West,Tin,0,13,5,8,36.73,33.75,5.51,13.75
